,source,target,value
3067,E200,h5py,643.0
3068,E200,numpy,643.0
3069,E200,scipy,643.0
3070,eadapters,budy-api,742.0
3071,easy-class,coverage;,1536.0
3072,easy-class,check-manifest;,1536.0
3073,easy-class,future,1536.0
3074,easypay_api,appier,993.0
3075,easy-thumbnails,pillow,40216.0
3076,easy-thumbnails,django,40216.0
3077,ebb-lint,pytest-cov;,1854.0
3078,ebb-lint,pytest;,1854.0
3079,ebb-lint,coverage;,1854.0
3080,ebb-lint,pytest-cov;,1854.0
3081,ebb-lint,pytest;,1854.0
3082,ebb-lint,enum34;,1854.0
3083,ebb-lint,coverage;,1854.0
3084,ebb-lint,enum34;,1854.0
3085,ebb-lint,venusian,1854.0
3086,ebb-lint,six,1854.0
3087,ebb-lint,intervaltree,1854.0
3088,ebb-lint,flake8,1854.0
3089,ebzl,boto3,1281.0
3090,ebzl,boto,1281.0
3091,ec2-api,Routes,652.0
3092,ec2-api,Routes,652.0
3093,ec2-api,sqlalchemy-migrate,652.0
3094,ec2-api,six,652.0
3095,ec2-api,python-openstackclient,652.0
3096,ec2-api,python-novaclient,652.0
3097,ec2-api,python-neutronclient,652.0
3098,ec2-api,python-keystoneclient,652.0
3099,ec2-api,python-glanceclient,652.0
3100,ec2-api,python-cinderclient,652.0
3101,ec2-api,pbr,652.0
3102,ec2-api,oslo.utils,652.0
3103,ec2-api,oslo.service,652.0
3104,ec2-api,oslo.serialization,652.0
3105,ec2-api,oslo.messaging,652.0
3106,ec2-api,oslo.log,652.0
3107,ec2-api,oslo.db,652.0
3108,ec2-api,oslo.context,652.0
3109,ec2-api,oslo.config,652.0
3110,ec2-api,oslo.concurrency,652.0
3111,ec2-api,lxml,652.0
3112,ec2-api,httplib2,652.0
3113,ec2-api,greenlet,652.0
3114,ec2-api,eventlet,652.0
3115,ec2-api,botocore,652.0
3116,ec2-api,boto,652.0
3117,ec2-api,WebOb,652.0
3118,ec2-api,SQLAlchemy,652.0
3119,ec2-api,PasteDeploy,652.0
3120,ec2-api,Paste,652.0
3121,ec2-api,Babel,652.0
3122,ec2list,configparser,517.0
3123,ec2list,boto,517.0
3124,ecos,scipy,4387.0
3125,ecos,numpy,4387.0
3126,edc-base,django-crypto-fields,207.0
3127,edc-base,django-revision,207.0
3128,edc-base,edc-constants,207.0
3129,edc-content-type-map,unipath,104.0
3130,edc-content-type-map,edc-base,104.0
3131,edc-sync,Django,102.0
3132,edc-sync,unipath,102.0
3133,edc-sync,django-crypto-fields,102.0
3134,edc-sync,edc-base,102.0
3135,edgy.project,sphinx-rtd-theme;,2595.0
3136,edgy.project,sphinx;,2595.0
3137,edgy.project,pytest-cov,2595.0
3138,edgy.project,pytest,2595.0
3139,edgy.project,pylint,2595.0
3140,edgy.project,nose,2595.0
3141,edgy.project,mock,2595.0
3142,edgy.project,coverage,2595.0
3143,edgy.workflow,sphinx-rtd-theme;,951.0
3144,edgy.workflow,sphinx;,951.0
3145,edgy.workflow,pytest-cov,951.0
3146,edgy.workflow,pytest,951.0
3147,edgy.workflow,pylint,951.0
3148,edgy.workflow,nose,951.0
3149,edgy.workflow,mock,951.0
3150,edgy.workflow,coverage,951.0
3151,edgy.workflow,six,951.0
3152,edgy.workflow,edgy.event,951.0
3153,edsudoku,sqlalchemy,474.0
3154,edsudoku,flask,474.0
3155,edx-auth-backends,six,2573.0
3156,edx-auth-backends,python-social-auth,2573.0
3157,edx-auth-backends,Django,2573.0
3158,edx-django-oauth2-provider,shortuuid,9935.0
3159,edx-drf-extensions,requests,4193.0
3160,edx-drf-extensions,python-dateutil,4193.0
3161,edx-drf-extensions,djangorestframework-jwt,4193.0
3162,edx-drf-extensions,djangorestframework,4193.0
3163,edx-drf-extensions,django,4193.0
3164,edx-ecommerce-api-client,slumber,267.0
3165,edx-ecommerce-api-client,PyJWT,267.0
3166,edx-ecommerce-worker,edx-rest-api-client,855.0
3167,edx-ecommerce-worker,celery,855.0
3168,edx-lint,six,13094.0
3169,edx-lint,pylint-celery,13094.0
3170,edx-lint,pylint-django,13094.0
3171,edx-lint,pylint,13094.0
3172,edx-management-commands,django,7394.0
3173,edx-oauth2-provider,PyJWT,8564.0
3174,edx-oauth2-provider,edx-django-oauth2-provider,8564.0
3175,edx-rest-api-client,slumber,4037.0
3176,edx-rest-api-client,PyJWT,4037.0
3177,eemeter,pytz,4882.0
3178,eemeter,requests,4882.0
3179,eemeter,pandas,4882.0
3180,eemeter,numpy,4882.0
3181,eemeter,scipy,4882.0
3182,eemeter,pyyaml,4882.0
3183,eemeter,pint,4882.0
3184,effect,attrs,4064.0
3185,effect,six,4064.0
3186,eikon,websocket-client,388.0
3187,eikon,requests,388.0
3188,eikon,python-dateutil,388.0
3189,eikon,pandas,388.0
3190,eikon,numpy,388.0
3191,eikon,appdirs,388.0
3192,eim,scipy,1608.0
3193,eim,numpy,1608.0
3194,eim,mongoengine,1608.0
3195,eim,pandas,1608.0
3196,eim,pymongo,1608.0
3197,elastic-companion,coverage;,918.0
3198,elastic-companion,nose;,918.0
3199,elastic-companion,wheel;,918.0
3200,elastic-companion,twine;,918.0
3201,elastic-companion,python-dateutil,918.0
3202,elastic-companion,boto3,918.0
3203,elastic-companion,certifi,918.0
3204,elastic-companion,elasticsearch,918.0
3205,elasticutils,elasticsearch,3940.0
3206,elasticutils,six,3940.0
3207,elementflow,six,685.0
3208,elevation,future,5205.0
3209,elevation,fasteners,5205.0
3210,elevation,click,5205.0
3211,elevation,appdirs,5205.0
3212,elpy,importmagic,2247.0
3213,elpy,flake8,2247.0
3214,emailqueue,tornado,59.0
3215,emailqueue,motor,59.0
3216,emailqueue,bson,59.0
3217,emailqueue,futures,59.0
3218,emails,premailer,3594.0
3219,emails,requests,3594.0
3220,emails,python-dateutil,3594.0
3221,emails,charade,3594.0
3222,emails,lxml,3594.0
3223,emails,cssutils,3594.0
3224,enigma-io,tox;,111.0
3225,enigma-io,nose,111.0
3226,enigma-io,requests,111.0
3227,entrypoints,configparser;,46444.0
3228,Epsilon,Twisted,341.0
3229,Epsilon,PyOpenSSL,341.0
3230,ERAlchemy,pygraphviz,2576.0
3231,ERAlchemy,SQLAlchemy,2576.0
3232,esptool,pyserial,0.0
3233,esrally,py-cpuinfo,0.0
3234,esrally,psutil,0.0
3235,esrally,elasticsearch,0.0
3236,esrally,certifi,0.0
3237,essence,total-ordering,274.0
3238,essence,sortedcontainers,274.0
3239,everest-climber,ripl,451.0
3240,everest-climber,pandas,451.0
3241,everest-climber,networkx,451.0
3242,everyconfig,easydict,262.0
3243,everyconfig,pyyaml,262.0
3244,execnet,apipkg,95962.0
3245,experimentator,networkx,607.0
3246,experimentator,pyyaml,607.0
3247,experimentator,schema,607.0
3248,experimentator,docopt,607.0
3249,experimentator,pandas,607.0
3250,experimentator,numpy,607.0
3251,explauto,scipy,493.0
3252,explauto,scikit-learn,493.0
3253,explauto,numpy,493.0
3254,exposure-fusion,numpy,229.0
3255,extruct,gevent;,225.0
3256,extruct,bottle;,225.0
3257,extruct,lxml,225.0
3258,eyeflask,defusedxml,169.0
3259,eyeflask,Flask,169.0
3260,ezi,suds-jurko,1255.0
3261,ezoutlet,pytest;,1109.0
3262,ezoutlet,mock;,1109.0
3263,ezoutlet,requests,1109.0
3264,ezoutlet,future,1109.0
3265,ezpz,wand,228.0
3266,eztemplate,mako;,577.0
3267,eztemplate,empy;,577.0
3268,eztemplate,argparse,577.0
3269,faafo,pbr,305.0
3270,faafo,anyjson,305.0
3271,faafo,eventlet,305.0
3272,faafo,PyMySQL,305.0
3273,faafo,Pillow,305.0
3274,faafo,requests,305.0
3275,faafo,Flask-Bootstrap,305.0
3276,faafo,Flask,305.0
3277,faafo,flask-restless,305.0
3278,faafo,flask-sqlalchemy,305.0
3279,faafo,oslo.config,305.0
3280,faafo,oslo.log,305.0
3281,faafo,oslo.messaging,305.0
3282,faafo,glance-store,305.0
3283,faafo,python-swiftclient,305.0
3284,faafo,oslo.vmware,305.0
3285,Fabric,paramiko,292941.0
3286,Fabric,paramiko,292941.0
3287,Fabric,paramiko,292941.0
3288,Fabric,paramiko,292941.0
3289,Fabric,paramiko,292941.0
3290,Fabric,paramiko,292941.0
3291,Fabric,paramiko,292941.0
3292,Fabric,paramiko,292941.0
3293,Fabric,paramiko,292941.0
3294,Fabric,paramiko,292941.0
3295,Fabric,paramiko,292941.0
3296,Fabric,paramiko,292941.0
3297,Fabric,paramiko,292941.0
3298,Fabric,paramiko,292941.0
3299,Fabric,paramiko,292941.0
3300,Fabric,paramiko,292941.0
3301,Fabric,paramiko,292941.0
3302,Fabric,paramiko,292941.0
3303,Fabric,paramiko,292941.0
3304,Fabric,paramiko,292941.0
3305,Fabric,paramiko,292941.0
3306,Fabric,paramiko,292941.0
3307,Fabric,paramiko,292941.0
3308,Fabric,paramiko,292941.0
3309,Fabric,paramiko,292941.0
3310,Fabric,paramiko,292941.0
3311,Fabric,paramiko,292941.0
3312,Fabric,paramiko,292941.0
3313,Fabric,paramiko,292941.0
3314,Fabric,paramiko,292941.0
3315,Fabric,paramiko,292941.0
3316,Fabric,paramiko,292941.0
3317,Fabric,paramiko,292941.0
3318,Fabric,paramiko,292941.0
3319,Fabric,paramiko,292941.0
3320,Fabric,paramiko,292941.0
3321,Fabric,paramiko,292941.0
3322,Fabric,paramiko,292941.0
3323,Fabric,paramiko,292941.0
3324,Fabric,paramiko,292941.0
3325,Fabric,paramiko,292941.0
3326,Fabric,paramiko,292941.0
3327,Fabric,paramiko,292941.0
3328,Fabric,paramiko,292941.0
3329,Fabric,paramiko,292941.0
3330,Fabric,paramiko,292941.0
3331,Fabric,paramiko,292941.0
3332,Fabric,paramiko,292941.0
3333,Fabric,paramiko,292941.0
3334,Fabric,paramiko,292941.0
3335,Fabric,paramiko,292941.0
3336,Fabric,paramiko,292941.0
3337,Fabric,paramiko,292941.0
3338,Fabric,paramiko,292941.0
3339,Fabric,paramiko,292941.0
3340,Fabric,paramiko,292941.0
3341,Fabric,paramiko,292941.0
3342,Fabric,paramiko,292941.0
3343,Fabric,paramiko,292941.0
3344,Fabric,paramiko,292941.0
3345,Fabric,paramiko,292941.0
3346,Fabric,paramiko,292941.0
3347,Fabric,paramiko,292941.0
3348,Fabric,paramiko,292941.0
3349,Fabric,paramiko,292941.0
3350,Fabric,paramiko,292941.0
3351,Fabric,paramiko,292941.0
3352,Fabric,paramiko,292941.0
3353,Fabric,paramiko,292941.0
3354,Fabric,paramiko,292941.0
3355,Fabric,paramiko,292941.0
3356,Fabric,paramiko,292941.0
3357,Fabric,paramiko,292941.0
3358,Fabric,paramiko,292941.0
3359,fabric-docker,pyyaml,102.0
3360,fabric-docker,fabric,102.0
3361,FacebookAdManager,facebookads,324.0
3362,facebook_api,appier,529.0
3363,factory_boy-peewee,peewee,498.0
3364,factory_boy-peewee,factory-boy,498.0
3365,faf,characteristic,377.0
3366,faf,treq,377.0
3367,faf,Twisted,377.0
3368,faf,dogstatsd-python;,377.0
3369,faf,datadog;,377.0
3370,fairy-slipper,webob,683.0
3371,fairy-slipper,prettytable,683.0
3372,fairy-slipper,pecan,683.0
3373,fairy-slipper,pbr,683.0
3374,fairy-slipper,oslo.serialization,683.0
3375,fairy-slipper,jinja2,683.0
3376,fairy-slipper,docutils,683.0
3377,fairy-slipper,Babel,683.0
3378,fakeredis,redis,26013.0
3379,falcon,six,30443.0
3380,falcon,python-mimeparse,30443.0
3381,falconer,falcon,111.0
3382,falconer,sqlalchemy,111.0
3383,FanFicFare,html5lib,2883.0
3384,FanFicFare,chardet,2883.0
3385,FanFicFare,beautifulsoup4,2883.0
3386,farfetch_api,appier,1210.0
3387,fasteners,monotonic,164257.0
3388,fasteners,six,164257.0
3389,fastFM,scipy,376.0
3390,fastFM,scikit-learn,376.0
3391,fastFM,numpy,376.0
3392,fauxmo,wheel,1851.0
3393,fauxmo,twine,1851.0
3394,fauxmo,tox,1851.0
3395,fauxmo,sphinx-rtd-theme,1851.0
3396,fauxmo,recommonmark,1851.0
3397,fauxmo,pytest,1851.0
3398,fauxmo,pypandoc,1851.0
3399,fauxmo,flake8,1851.0
3400,fauxmo,Sphinx,1851.0
3401,fauxmo,requests,1851.0
3402,fauxmo,homeassistant,1851.0
3403,fealty,ciabatta,349.0
3404,fealty,numpy,349.0
3405,fealty,Cython,349.0
3406,featureswitches,simplejson,3317.0
3407,featureswitches,requests,3317.0
3408,featureswitches,dogpile.cache,3317.0
3409,fencepy,virtualenv,1174.0
3410,fencepy,six,1174.0
3411,fencepy,psutil,1174.0
3412,fencepy,funcy,1174.0
3413,fencepy,docopt,1174.0
3414,ff-find,argparse,397.0
3415,ff-find,tmcolors,397.0
3416,ffms,numpy,66.0
3417,ffms,pywin32;,66.0
3418,fido,twisted,2225.0
3419,fido,twisted,2225.0
3420,fido,six,2225.0
3421,fido,service-identity,2225.0
3422,fido,pyOpenSSL,2225.0
3423,fido,futures,2225.0
3424,fido,crochet,2225.0
3425,figgis,six,853.0
3426,file-metadata,setuptools,169.0
3427,fileupload,traitlets,152.0
3428,fileupload,notebook,152.0
3429,fileupload,ipywidgets,152.0
3430,findd,backports.shutil-get-terminal-size,915.0
3431,findd,blinker,915.0
3432,findd,inflection,915.0
3433,findd,progressbar2,915.0
3434,findd,shellescape,915.0
3435,findd,sqlalchemy,915.0
3436,findex_common,appdirs,777.0
3437,findtui,urwid,303.0
3438,Fiona,six,11014.0
3439,Fiona,cligj,11014.0
3440,Fiona,click-plugins,11014.0
3441,fionautil,numpy,2103.0
3442,fionautil,shapely,2103.0
3443,fionautil,shapely,2103.0
3444,fionautil,shapely,2103.0
3445,fionautil,shapely,2103.0
3446,fionautil,pyproj,2103.0
3447,fionautil,fiona,2103.0
3448,firectl,click,583.0
3449,firefox-puppeteer,mozinfo,765.0
3450,firefox-puppeteer,marionette-driver,765.0
3451,firefox-ui-harness,mozinstall,679.0
3452,firefox-ui-harness,mozinfo,679.0
3453,firefox-ui-harness,mozfile,679.0
3454,firefox-ui-harness,marionette-client,679.0
3455,firefox-ui-harness,firefox-puppeteer,679.0
3456,fisx,numpy,829.0
3457,fitsiochunked,fitsio,777.0
3458,fiximports,argparse;,5115.0
3459,fiximports,six,5115.0
3460,fiximports,pip,5115.0
3461,fiximports,setuptools,5115.0
3462,flake8,mccabe,675565.0
3463,flake8,pep8,675565.0
3464,flake8,pyflakes,675565.0
3465,flake8-builtins,flake8,601.0
3466,flake8-comprehensions,flake8,1139.0
3467,flake8-docstrings,pep257,50105.0
3468,flake8-docstrings,flake8,50105.0
3469,flake8_dodgy,setuptools,462.0
3470,flake8_dodgy,dodgy,462.0
3471,flake8_dodgy,flake8,462.0
3472,flake8-future-import,flake8,1490.0
3473,flake8-import-order,pep8,10325.0
3474,flake8-isort,testfixtures,1896.0
3475,flake8-isort,isort,1896.0
3476,flake8-isort,flake8,1896.0
3477,flake8-string-format,flake8,1536.0
3478,flarecast-service,connexion,2091.0
3479,flarecast-service,Flask-Cors,2091.0
3480,flarecast-service,Flask-Compress,2091.0
3481,flash_services,requests,2135.0
3482,flash_services,Flask,2135.0
3483,flask-admin-s3-upload,boto,288.0
3484,flask-admin-s3-upload,url-for-s3,288.0
3485,flask-admin-s3-upload,Flask-Admin,288.0
3486,Flask-Alchy,Flask-SQLAlchemy,843.0
3487,Flask-Alchy,alchy,843.0
3488,Flask-CeleryExt,pytest,1922.0
3489,Flask-CeleryExt,pytest-pep8,1922.0
3490,Flask-CeleryExt,pytest-cov,1922.0
3491,Flask-CeleryExt,pytest-cache,1922.0
3492,Flask-CeleryExt,pep257,1922.0
3493,Flask-CeleryExt,isort,1922.0
3494,Flask-CeleryExt,coverage,1922.0
3495,Flask-CeleryExt,check-manifest,1922.0
3496,Flask-CeleryExt,celery,1922.0
3497,Flask-CeleryExt,Flask,1922.0
3498,Flask-CQLAlchemy,cassandra-driver,850.0
3499,Flask-CQLAlchemy,blist,850.0
3500,flask-hookserver,requests[security],1005.0
3501,flask-hookserver,Werkzeug,1005.0
3502,flask-hookserver,Flask,1005.0
3503,Flask-Menu,pytest-pep8,2981.0
3504,Flask-Menu,pytest-cov,2981.0
3505,Flask-Menu,pytest-cache,2981.0
3506,Flask-Menu,pytest,2981.0
3507,Flask-Menu,pep257,2981.0
3508,Flask-Menu,isort,2981.0
3509,Flask-Menu,coverage,2981.0
3510,Flask-Menu,check-manifest,2981.0
3511,Flask-Menu,flask-classy,2981.0
3512,Flask-Menu,sphinx,2981.0
3513,Flask-Menu,flask-classy,2981.0
3514,Flask-Menu,pytest-pep8,2981.0
3515,Flask-Menu,pytest-cov,2981.0
3516,Flask-Menu,pytest-cache,2981.0
3517,Flask-Menu,pytest,2981.0
3518,Flask-Menu,pep257,2981.0
3519,Flask-Menu,isort,2981.0
3520,Flask-Menu,coverage,2981.0
3521,Flask-Menu,check-manifest,2981.0
3522,Flask-Menu,flask-classy,2981.0
3523,Flask-Menu,flask-classy,2981.0
3524,Flask-Menu,sphinx,2981.0
3525,Flask-Menu,six,2981.0
3526,Flask-Menu,Flask,2981.0
3527,Flask-Migrate-tw,Flask-Script,1053.0
3528,Flask-Migrate-tw,alembic,1053.0
3529,Flask-Migrate-tw,Flask-SQLAlchemy-tw,1053.0
3530,Flask-Migrate-tw,Flask,1053.0
3531,Flask-ObjectRocket,objectrocket,274.0
3532,Flask-ObjectRocket,Flask-RESTful,274.0
3533,Flask-Perm,Flask-Bcrypt,1931.0
3534,Flask-Perm,Flask-SQLAlchemy,1931.0
3535,Flask-Perm,Flask,1931.0
3536,flask-pre-configured-loggers,Flask,108.0
3537,flask-pundit,Flask,141.0
3538,Flask-PW,peewee-migrate,820.0
3539,Flask-PW,Flask,820.0
3540,Flask-PyBankID,pybankid,525.0
3541,Flask-PyBankID,Flask,525.0
3542,flask_rdf,six,735.0
3543,flask_rdf,python-mimeparse,735.0
3544,Flask-Redis-Sentinel,redis,250.0
3545,Flask-Redis-Sentinel,Flask,250.0
3546,Flask-RESTful-extend,Flask,789.0
3547,Flask-RESTful-extend,Flask-RESTful,789.0
3548,Flask-RESTful-extend,Flask-SQLAlchemy,789.0
3549,Flask-RESTful-extend,six,789.0
3550,Flask-RESTful-extend,json-encode-manager,789.0
3551,Flask-Restless,sqlalchemy,8243.0
3552,Flask-Restless,python-dateutil,8243.0
3553,Flask-Restless,mimerender,8243.0
3554,Flask-Restless,flask,8243.0
3555,Flask-RESTy,PyJWT,1775.0
3556,Flask-RESTy,Werkzeug,1775.0
3557,Flask-RESTy,SQLAlchemy,1775.0
3558,Flask-RESTy,marshmallow,1775.0
3559,Flask-RESTy,Flask-SQLAlchemy,1775.0
3560,Flask-RESTy,Flask,1775.0
3561,flask-resty-tenants,SQLAlchemy,1943.0
3562,flask-resty-tenants,Flask-RESTy,1943.0
3563,flask-script-exception-handler,werkzeug,108.0
3564,flask_script_extras,Celery,540.0
3565,flask_script_extras,Flask-Script,540.0
3566,Flask-Sitemap,Flask-Script;,510.0
3567,Flask-Sitemap,sphinx;,510.0
3568,Flask-Sitemap,Flask-Script;,510.0
3569,Flask-Sitemap,blinker,510.0
3570,Flask-Sitemap,Flask,510.0
3571,Flask-Stormpath,blinker,2246.0
3572,Flask-Stormpath,stormpath,2246.0
3573,Flask-Stormpath,oauth2client,2246.0
3574,Flask-Stormpath,facebook-sdk,2246.0
3575,Flask-Stormpath,Flask-WTF,2246.0
3576,Flask-Stormpath,Flask-Login,2246.0
3577,Flask-Stormpath,Flask,2246.0
3578,flask-thumbnails-s3,Flask,355.0
3579,flask-thumbnails-s3,Pillow,355.0
3580,flask-thumbnails-s3,boto,355.0
3581,flask-thumbnails-s3,url-for-s3,355.0
3582,flattrclient,six,207.0
3583,flattrclient,requests,207.0
3584,flattrclient,simplejson,207.0
3585,flatxml,xmltodict,353.0
3586,Fleepy,requests,310.0
3587,Fleepy,attrdict,310.0
3588,fleetmonger,pytz,465.0
3589,fleetmonger,requests,465.0
3590,fleetpy,requests,500.0
3591,flent,matplotlib,923.0
3592,flent,PyQt4,923.0
3593,flickr_api_python,appier,169.0
3594,Flintrock,python-dateutil,979.0
3595,Flintrock,paramiko,979.0
3596,Flintrock,click,979.0
3597,Flintrock,botocore,979.0
3598,Flintrock,boto3,979.0
3599,Flintrock,PyYAML,979.0
3600,flit,requests_download,815.0
3601,flit,docutils,815.0
3602,flit,requests,815.0
3603,floscraper,wheel,585.0
3604,floscraper,requests,585.0
3605,floscraper,python-dateutil,585.0
3606,floscraper,portalocker,585.0
3607,floscraper,html2text,585.0
3608,floscraper,flotils,585.0
3609,floscraper,chardet,585.0
3610,floscraper,beautifulsoup4,585.0
3611,flotils,wheel,2967.0
3612,flotils,python-dateutil,2967.0
3613,flotils,colorlog,2967.0
3614,flowlogs_reader,boto3,1417.0
3615,flowlogs_reader,botocore,1417.0
3616,FluxCapacitor,delorean,0.0
3617,flywheel,six,2331.0
3618,flywheel,dynamo3,2331.0
3619,fnphat.cityweather,arrow,151.0
3620,fnphat.cityweather,data-gc-ca-api,151.0
3621,fomod-validator,lxml,0.0
3622,foolscap,twisted[tls],4392.0
3623,foolscap,pyOpenSSL,4392.0
3624,foostache,antlr4-python2-runtime,499.0
3625,football-data,numpy,868.0
3626,freezer,six,1326.0
3627,freezer,setuptools,1326.0
3628,freezer,python-swiftclient,1326.0
3629,freezer,python-openstackclient,1326.0
3630,freezer,python-novaclient,1326.0
3631,freezer,python-keystoneclient,1326.0
3632,freezer,python-glanceclient,1326.0
3633,freezer,python-cinderclient,1326.0
3634,freezer,pymongo,1326.0
3635,freezer,pbr,1326.0
3636,freezer,paramiko,1326.0
3637,freezer,oslo.utils,1326.0
3638,freezer,oslo.log,1326.0
3639,freezer,oslo.i18n,1326.0
3640,freezer,oslo.config,1326.0
3641,freezer,astroid,1326.0
3642,freezer,apscheduler,1326.0
3643,freezer,PyMySQL,1326.0
3644,freezer-web-ui,Django,250.0
3645,friar,requests,216.0
3646,frigg-runner,invoke,920.0
3647,frigg-runner,frigg-settings,920.0
3648,frigg-runner,frigg-coverage,920.0
3649,frigg-runner,click,920.0
3650,frigg-settings,frigg-test-discovery,955.0
3651,frigg-settings,pyyaml,955.0
3652,frontera,pyzmq;,698.0
3653,frontera,msgpack-python;,698.0
3654,frontera,tldextract,698.0
3655,frontera,cachetools;,698.0
3656,frontera,SQLAlchemy,698.0
3657,frontera,colorlog,698.0
3658,frontera,python-snappy;,698.0
3659,frontera,kafka-python,698.0
3660,frontera,happybase;,698.0
3661,frontera,pyparsing,698.0
3662,frontera,pydot,698.0
3663,frontera,Twisted;,698.0
3664,frontera,w3lib,698.0
3665,frontera,six,698.0
3666,fsed,click,726.0
3667,fssa,scipy,2675.0
3668,fssa,numpy,2675.0
3669,fssa,future,2675.0
3670,ftp2http,python-swiftclient,401.0
3671,ftp2http,py-bcrypt,401.0
3672,ftp2http,pyOpenSSL,401.0
3673,ftp2http,pyftpdlib,401.0
3674,ftp2http,argparse,401.0
3675,ftrack-python-api,websocket-client,2332.0
3676,ftrack-python-api,termcolor,2332.0
3677,ftrack-python-api,requests,2332.0
3678,ftrack-python-api,pyparsing,2332.0
3679,ftrack-python-api,clique,2332.0
3680,ftrack-python-api,arrow,2332.0
3681,FukuML,scikit-learn,2003.0
3682,FukuML,scipy,2003.0
3683,FukuML,numpy,2003.0
3684,funtool,PyYAML,700.0
3685,fusion-util,testtools,442.0
3686,fusion-util,Twisted[tls],442.0
3687,futurist,futures,79205.0
3688,futurist,contextlib2,79205.0
3689,futurist,monotonic,79205.0
3690,futurist,six,79205.0
3691,futurist,pbr,79205.0
3692,fxapom,PyFxA,832.0
3693,galaxy-lib,pyyaml,3462.0
3694,galaxy-lib,docutils,3462.0
3695,galaxy-lib,six,3462.0
3696,galaxy-updater,ruamel.yaml,615.0
3697,galaxy-updater,future,615.0
3698,gallery-dl,requests,569.0
3699,gargoyle-yplan,contextdecorator;,1327.0
3700,gargoyle-yplan,nexus-yplan,1327.0
3701,gargoyle-yplan,django-modeldict-yplan,1327.0
3702,gargoyle-yplan,django-jsonfield,1327.0
3703,gazelib,six;,2288.0
3704,gazelib,Sphinx;,2288.0
3705,gazelib,six,2288.0
3706,gazelib,saccademodel,2288.0
3707,gazelib,jsonschema,2288.0
3708,gazelib,fixationmodel,2288.0
3709,gazelib,deepdiff,2288.0
3710,gazelib,bokeh,2288.0
3711,gce-api,Routes,136.0
3712,gce-api,Routes,136.0
3713,gce-api,sqlalchemy-migrate,136.0
3714,gce-api,six,136.0
3715,gce-api,python-novaclient,136.0
3716,gce-api,python-neutronclient,136.0
3717,gce-api,python-keystoneclient,136.0
3718,gce-api,python-glanceclient,136.0
3719,gce-api,python-cinderclient,136.0
3720,gce-api,pbr,136.0
3721,gce-api,paramiko,136.0
3722,gce-api,oslo.utils,136.0
3723,gce-api,oslo.serialization,136.0
3724,gce-api,oslo.log,136.0
3725,gce-api,oslo.db,136.0
3726,gce-api,oslo.config,136.0
3727,gce-api,oslo.concurrency,136.0
3728,gce-api,greenlet,136.0
3729,gce-api,eventlet,136.0
3730,gce-api,WebOb,136.0
3731,gce-api,SQLAlchemy,136.0
3732,gce-api,PasteDeploy,136.0
3733,gce-api,Paste,136.0
3734,gce-api,Babel,136.0
3735,gcl,pyparsing,2791.0
3736,gcloud,grpcio,10515.0
3737,gcloud,six,10515.0
3738,gcloud,protobuf,10515.0
3739,gcloud,oauth2client,10515.0
3740,gcloud,googleapis-common-protos,10515.0
3741,gcloud,httplib2,10515.0
3742,gcloudoem,mock;,2464.0
3743,gcloudoem,pyOpenSSL;,2464.0
3744,gcloudoem,django,2464.0
3745,gcloudoem,unittest2;,2464.0
3746,gcloudoem,coverage;,2464.0
3747,gcloudoem,nose;,2464.0
3748,gcloudoem,pyOpenSSL;,2464.0
3749,gcloudoem,django,2464.0
3750,gcloudoem,unittest2;,2464.0
3751,gcloudoem,coverage;,2464.0
3752,gcloudoem,nose;,2464.0
3753,gcloudoem,sphinx-rtd-theme;,2464.0
3754,gcloudoem,sphinx;,2464.0
3755,gcloudoem,six,2464.0
3756,gcloudoem,pytz,2464.0
3757,gcloudoem,pycrypto,2464.0
3758,gcloudoem,protobuf,2464.0
3759,gcloudoem,oauth2client,2464.0
3760,gcloudoem,httplib2,2464.0
3761,gcloudoem,future,2464.0
3762,gcloud-requests,certifi,1308.0
3763,gcloud-requests,requests,1308.0
3764,gcloud-requests,gcloud,1308.0
3765,gcodeutils,check-manifest;,279.0
3766,gcodeutils,pylint;,279.0
3767,gcodeutils,nose;,279.0
3768,gdrivedownload,google-api-python-client,156.0
3769,gear,python-daemon,6118.0
3770,gear,extras,6118.0
3771,gear,argparse,6118.0
3772,gear,pbr,6118.0
3773,Genderize,requests,872.0
3774,genipe,setuptools,451.0
3775,genipe,pandas,451.0
3776,genipe,numpy,451.0
3777,genipe,Jinja2,451.0
3778,GenomeBaser,biopython,237.0
3779,GenomeBaser,click,237.0
3780,genonets,numpy,3048.0
3781,genonets,python-igraph,3048.0
3782,genotype_network,biopython,312.0
3783,genotype_network,python-Levenshtein,312.0
3784,genotype_network,networkx,312.0
3785,gensim,Pyro4,29036.0
3786,gensim,smart-open,29036.0
3787,gensim,six,29036.0
3788,gensim,scipy,29036.0
3789,gensim,numpy,29036.0
3790,genty,ordereddict;,36667.0
3791,genty,six,36667.0
3792,GeoAlchemy2,SQLAlchemy,15886.0
3793,geobuf,pytest;,330.0
3794,geobuf,six,330.0
3795,geobuf,protobuf,330.0
3796,geobuf,click,330.0
3797,geohelper,check-manifest;,141.0
3798,geohelper,coverage;,141.0
3799,gepyto,requests,377.0
3800,gepyto,pyfaidx,377.0
3801,gepyto,pandas,377.0
3802,gepyto,numpy,377.0
3803,gepyto,PyMySQL,377.0
3804,gerritbot,d2to1,259.0
